mention_id;mention_text;doc_id;sentence_id;begin_index;end_index
M3380   ;give birth baby partner be distraught baby die just hour wa bear;A34 ;O2      ;4;11
M3381   ;share heartfelt post deal second child contact comment hospital refer previous statement make;A34 ;O20     ;2;12
M3382   ;community regional service operation director stold care provide be be review;A34 ;O21     ;1;10
M3383   ;have information finding review make information available family;A34 ;O22     ;2;7
M3384   ;leave right tell Daily hope other parent experience go 'We expect review be complete late give structure nature review complexity issue involve say;A34 ;O23     ;3;22
M3385   ;say continue fight so incident be not repeat;A34 ;O24     ;5;7
M3386   ;value staff hospital be upset senior doctor midwife ignore u;A34 ;O25     ;1;9
M3387   ;want doctor midwife be more vigilant hospital not be over-crowded;A34 ;O26     ;1;9
M3388   ;parent have experience tell;A34 ;O27     ;1;3
M3389   ;friend ha set ivealittle fundraise page help family cost associate funeral;A34 ;O28     ;1;10
M3451   ;’ s really hard. die day couple s wed anniversary;A37 ;O33     ;1;9
M3390   ;pair be convince senior doctor midwife hospital make wrong call delay caesarean section;A34 ;O3      ;1;12
M3391   ;leave give birth baby partner leave be distraught baby die just hour wa bear say sing daughter cuddle pass away wa rush hospital baby movement slow feel panic previous pregnancy result baby inhale meconium also know baby first faeces;A34 ;O4      ;3;38
M3392   ;partner tell repeatedly ask doctor conduct caesarean section;A34 ;O5      ;4;7
M3393   ;However blood test baby wa conduct say wa induce tell natural birth be fine;A34 ;O6      ;0;13
M3394   ;'They decide see go natural birth;A34 ;O7      ;0;5
M3395   ;wa tire confuse hop midwife explain medical history have discuss have c-section say;A34 ;O8      ;1;12
M3396   ;say base past pregnancy fact two-year-old daughter ha brain damage due complicate pregnancy inhale meconium birth stop breathe caesarean section have occur straight away;A34 ;O9      ;2;23
M3397   ;internal memo ditch bro-tastic raunchy image favor more fashionable woman-friendly perspective seem have miss inboxes staff magazine s Korean edition;A35 ;O1      ;1;19
M3398   ;More people have sign so far;A35 ;O10     ;0;5
M3683   ;take 5-1 lead sixth;A46 ;O25     ;2;3
M3399   ;isn t stop hypothetical question request issue be recall “ also plead make public announcement regard issue come measure stop next potential case similar read petition;A35 ;O11     ;3;25
M3400   ;Photo Facebook multi-page photo spread issue also show picture woman car trunk abandon dead body black plastic bag eye look perpetrator write;A35 ;O12     ;1;21
M3401   ;video feature wa post channel last week also show footage actor look something trunk then shut lid;A35 ;O13     ;1;16
M3402   ;RELATED Think Models Are Dead ’ s Definitely implication photo video be have murder woman be have smoke dispose body;A35 ;O14     ;0;19
M3403   ;petition s author cite statistic violence sexual assault woman reason cover be irresponsible;A35 ;O15     ;1;12
M3404   ;According percent respondent have be marry experience spousal abuse previous year percent suffer physical abuse;A35 ;O16     ;0;14
M3405   ;be also rank country measure gap woman men area health education economy politics;A35 ;O17     ;1;12
M3406   ;statement Know editor-in-chief defend cover depict actor direct scene film crime. ” Do Women;A35 ;O18     ;2;13
M3407   ;“ see context cover do depict crime murder body abandonment film noir way s hint sexual offense picture fantasize sex crime write;A35 ;O19     ;0;21
M3408   ;cover issue feature Korean movie star be know portray dangerous villain puff cigarette;A35 ;O2      ;1;12
M3409   ;“ people ’ s concern never intend beautify sex crime sex fantasy;A35 ;O20     ;0;11
M3410   ;Films direct scene deliver story mood;A35 ;O21     ;0;5
M3411   ;hope also see cover express scene crime show context issue. ” petition author doe n't seem be buy rationalization;A35 ;O22     ;1;18
M3412   ;“ target adult male s secret;A35 ;O23     ;0;5
M3413   ;Sexual objectification woman be daily work expertise write “ be just natural sexual crime be imply sex-related medium deal male criminal victimize woman;A35 ;O24     ;0;22
M3414   ;Still just choose say ‘ be crime woman isn t necessarily sex crime ’ ”;A35 ;O25     ;0;14
M3415   ;’ s only word sum noir-ish fashion style;A35 ;O3      ;1;7
M3416   ;make so disturb be be smoke cancer stick stand car ha woman ’ s duct-taped lower leg hang trunk—and trunk s lid be rest top leg;A35 ;O4      ;2;25
M3417   ;“ So girl bad guy ’;A35 ;O5      ;0;5
M3418   ;be bad guy look;A35 ;O6      ;1;3
M3419   ;Dying right;A35 ;O7      ;0;1
M3420   ;read copy mag s cover next read petition start resident name petition ask remove issue store recall sell issue;A35 ;O8      ;0;18
M3421   ;“ Is ok capitalize ongoing pain real victim just sexual joke beautification distort male image author;A35 ;O9      ;0;15
M3422   ;Prices electronic storage device;A36 ;O1      ;0;3
M3423   ;soar due low production Asian tiger;A36 ;O2      ;0;5
M3424   ;other hand price anticipate sale wa cancel due deplete stock;A36 ;O3      ;2;9
M3425   ;wa natural mother wa natural mother;A37 ;O1      ;2;5
M3426   ;be traffic light there;A37 ;O10     ;1;3
M3427   ;“ look up have think wa clear;A37 ;O11     ;0;6
M3428   ;go intersection next thing have turn around say ‘ truck ’ bang;A37 ;O12     ;1;11
M3429   ;truck push car hit driver ’ s side;A37 ;O13     ;2;7
M3430   ;try grab hand brake stop move spinning. ” say 14-year-old bravely run back s house call help stay mum ’ s side;A37 ;O14     ;1;21
M3431   ;“ get intersection just saw ambulance say;A37 ;O15     ;0;6
M3432   ;“ ’ d get out car;A37 ;O16     ;0;5
M3433   ;just couldn ’ t believe;A37 ;O17     ;1;4
M3434   ;car wa shape;A37 ;O18     ;1;2
M3435   ;“ have severe head injury go emergency;A37 ;O19     ;0;6
M3436   ;year foster care husband welcome more child home;A37 ;O2      ;2;7
M3437   ;“ finally saw wa bad way. wa later airlift critical condition;A37 ;O20     ;0;10
M3438   ;say early scan didn t reveal extent injury swell;A37 ;O21     ;2;8
M3439   ;“ also have fracture rib fracture jaw fracture elbow thing get better say;A37 ;O22     ;0;12
M3440   ;main thing wa trauma head;A37 ;O23     ;2;4
M3441   ;wa just harrow week;A37 ;O24     ;1;3
M3442   ;be there talk tell ‘ wake ” wa way home check family get call return hospital result be back weren ’ t good;A37 ;O25     ;1;22
M3443   ;“ heart just drop say;A37 ;O26     ;0;4
M3444   ;think have be glimmer hope;A37 ;O27     ;3;4
M3445   ;“ have big family meet say whole brain wa severely damage repair ’ d never wake;A37 ;O28     ;0;15
M3446   ;sit have make big decision;A37 ;O29     ;3;4
M3447   ;Together raise biological child take foster child permanent care;A37 ;O3      ;0;8
M3448   ;“ always say end don ’ t want live ’ m same;A37 ;O30     ;0;11
M3449   ;don ’ t want live rely ventilator keep alive wa pretty hard decision make;A37 ;O31     ;1;13
M3452   ;meet fellowship function relationship soon blossom;A37 ;O34     ;4;5
M3453   ;early day marriage work full-time do family day care;A37 ;O35     ;2;8
M3454   ;wa work saw be child need love secure home;A37 ;O36     ;1;8
M3455   ;turn around day say ‘ do foster care ’ say;A37 ;O37     ;2;9
M3456   ;“ only have young family then kid be more le bring foster care do talk;A37 ;O38     ;0;14
M3457   ;just snowball ’ ve be do ever;A37 ;O39     ;1;6
M3458   ;tragically 58-year-old woman s life wa cut short die horrific crash;A37 ;O4      ;1;10
M3459   ;“ be good team just felt sorry see plight kid;A37 ;O40     ;0;9
M3460   ;More anything just see way come;A37 ;O41     ;0;5
M3461   ;just want give care didn ’ t have. say foster care work wa challenge reward always outweigh difficult experience;A37 ;O42     ;2;18
M3462   ;“ ’ ve have hard case real demand case couldn ’ t handle say;A37 ;O43     ;0;13
M3463   ;“ do everything possibly;A37 ;O44     ;0;3
M3464   ;“ ’ ve have leave u have go downward spiral;A37 ;O45     ;0;9
M3465   ;’ ve have phone call have go be doctor just blossom career life;A37 ;O46     ;1;12
M3466   ;just make u absolutely happy. wa recognise carer year statewide award;A37 ;O47     ;1;10
M3467   ;care team leader say have ability accept love child come care;A37 ;O48     ;1;10
M3468   ;say incredible skill have be pass other child;A37 ;O49     ;1;7
M3469   ;ha be describe incredible woman provide love safe place child have be forget world;A37 ;O5      ;2;13
M3470   ;“ always know place child house be go be safe happy ” say;A37 ;O50     ;0;12
M3471   ;chief executive say wa extraordinary woman open house child have often be forget be unable live home;A37 ;O51     ;1;16
M3472   ;“ offer love unconditional support say;A37 ;O52     ;0;5
M3473   ;“ offer home child be able repair trauma;A37 ;O53     ;0;7
M3474   ;show be people world love were. ” More people attend s funeral wa celebrate remember kind care woman wa always do thing other people;A37 ;O54     ;2;23
M3475   ;“ wa heartwarming wa love so many very sad someone wa take wa so special everybody else say;A37 ;O55     ;0;17
M3476   ;also volunteer football trainer later;A37 ;O56     ;2;4
M3477   ;“ love do;A37 ;O57     ;0;2
M3478   ;wa just break get away family say;A37 ;O58     ;1;6
M3479   ;“ wa wonderful care person just think everybody wa involve with. say plan continue foster care work wa grateful support family friend community;A37 ;O59     ;0;22
M3480   ;quiet dignity tell night accident son live ring ask ride work;A37 ;O6      ;2;10
M3481   ;“ just want move do exactly like do ” say;A37 ;O60     ;0;9
M3482   ;“ d be nothing come home night see new face walk door ’ d say be ’ ’ d say ‘ be so so;A37 ;O61     ;0;23
M3483   ;’ only get week ’;A37 ;O62     ;1;4
M3484   ;“ Then week turn week month;A37 ;O63     ;0;5
M3485   ;’ d bring family bring same way bring kid;A37 ;O64     ;1;8
M3486   ;“ wa just natural mother home;A37 ;O65     ;0;5
M3487   ;wa wonderful mum. courtesy;A37 ;O66     ;1;3
M3488   ;son drive le five-minute trip s house head intersection;A37 ;O7      ;4;8
M3489   ;“ be passenger side car wa middle seat front seat say;A37 ;O8      ;0;10
M3490   ;“ stop light look road see wa clear;A37 ;O9      ;0;7
M3491   ;Just wonder forget story .. important hunt non-Islamic African terrorist;A38 ;O1      ;0;9
M3492   ;Confusing;A38 ;O10     ;0;0
M3493   ;story favorite general;A38 ;O11     ;4;2
M3494   ;few year make news become target Attorney-led investigation leak top secret information press;A38 ;O12     ;1;12
M3495   ;Last word wa wa 'stalled due concern deal;A38 ;O13     ;0;7
M3496   ;Well 's do now 's go;A38 ;O14     ;0;5
M3497   ;wa prosecute leak le time;A38 ;O15     ;4;4
M3498   ;'s not only one;A38 ;O16     ;2;3
M3499   ;well maybe do special real soon;A38 ;O17     ;1;5
M3500   ;Maybe get case;A38 ;O18     ;0;2
M3501   ;recall send several American troop help bring justice number year ago;A38 ;O2      ;2;10
M3502   ;Not much news ha just release update .. mission stretch fifth year however troop have turn unsavory partner help find s trail;A38 ;O3      ;0;21
M3503   ;Working new bush camp Central force have begin work closely rebel — know — topple central government year ago trigger still-raging sectarian war campaign mass rape execution;A38 ;O4      ;0;26
M3504   ;have not previously disclose be cooperate obtain intelligence rebel;A38 ;O5      ;2;8
